Algorithm,Baseline,originalTitle,originalCategory,Language_50,Reference_50,Religion_50,Science_50,Arts_50,Entertainment_50,Business_50,Society_50,Life_50,People_50,Universe_50,Nature_50,Concepts_50,History_50,Technology_50,Culture_50,Mathematics_50,Sports_50,Politics_50,Geography_50,Humanities_50,World_50,Education_50,Philosophy_50,Law_50,Events_50,Health_50
bloomfilter,RandomBaseline03,Margaret Ann Neve,People_50,0.5,0.36,0.4,0.5,0.48,0.34,0.46,0.3,0.52,0.44,0.36,0.36,0.38,0.38,0.42,0.48,0.56,0.46,0.44,0.4,0.24,0.4,0.46,0.26,0.38,0.6,0.4
bloomfilter,RandomBaseline03,Name-letter effect,People_50,0.76,0.7,0.82,0.76,0.68,0.72,0.26,0.72,0.86,0.8,0.52,0.74,0.76,0.74,0.66,0.74,0.74,0.68,0.74,0.78,0.64,0.78,0.7,0.64,0.6,0.6,0.6
bloomfilter,RandomBaseline03,Name change,People_50,0.74,0.52,0.6,0.68,0.68,0.6,0.46,0.7,0.76,0.74,0.7,0.46,0.56,0.72,0.56,0.7,0.84,0.7,0.86,0.74,0.48,0.72,0.88,0.46,0.62,0.86,0.54
bloomfilter,RandomBaseline03,Nine Men,People_50,0.16,0.12,0.16,0.22,0.12,0.22,0.2,0.12,0.18,0.16,0.24,0.12,0.16,0.18,0.16,0.12,0.26,0.18,0.22,0.18,0.1,0.1,0.24,0.1,0.18,0.26,0.1
bloomfilter,RandomBaseline03,Ogoni Nine,People_50,0.48,0.34,0.34,0.4,0.3,0.38,0.3,0.36,0.52,0.36,0.36,0.34,0.38,0.36,0.34,0.38,0.56,0.4,0.46,0.36,0.28,0.44,0.5,0.26,0.34,0.54,0.3
bloomfilter,RandomBaseline03,Philip Bellino and Edward Gertson,People_50,0.32,0.32,0.3,0.3,0.34,0.46,0.32,0.24,0.48,0.38,0.38,0.2,0.24,0.38,0.32,0.26,0.56,0.38,0.42,0.36,0.22,0.38,0.42,0.18,0.44,0.52,0.18
bloomfilter,RandomBaseline03,Posthumous name,People_50,0.68,0.5,0.48,0.72,0.48,0.48,0.32,0.44,0.64,0.56,0.48,0.42,0.44,0.64,0.62,0.54,0.62,0.56,0.52,0.44,0.4,0.56,0.6,0.42,0.46,0.58,0.5
bloomfilter,RandomBaseline03,Presidential Standard of Pakistan,People_50,0.1,0.1,0.1,0.12,0.06,0.12,0.08,0.08,0.06,0.02,0.04,0.1,0.04,0.12,0.1,0.12,0.12,0.1,0.1,0.08,0.08,0.06,0.08,0.08,0.08,0.14,0.1
bloomfilter,RandomBaseline03,Qutalmish,People_50,0.12,0.08,0.08,0.14,0.06,0.1,0.1,0.1,0.14,0.1,0.16,0.12,0.08,0.16,0.12,0.14,0.14,0.1,0.1,0.08,0.06,0.12,0.12,0.1,0.1,0.16,0.08
bloomfilter,RandomBaseline03,Royal coat of arms of the United Kingdom,People_50,0.64,0.44,0.48,0.52,0.46,0.58,0.34,0.48,0.64,0.44,0.5,0.38,0.42,0.54,0.48,0.62,0.72,0.46,0.56,0.56,0.42,0.58,0.54,0.4,0.48,0.68,0.46
bloomfilter,RandomBaseline03,Sanat Kumara,People_50,0.6,0.48,0.42,0.58,0.48,0.52,0.38,0.42,0.58,0.52,0.44,0.44,0.42,0.66,0.5,0.54,0.66,0.6,0.48,0.46,0.36,0.52,0.52,0.44,0.42,0.58,0.48
bloomfilter,RandomBaseline03,Seven Bishops,People_50,0.52,0.4,0.36,0.68,0.46,0.52,0.32,0.36,0.58,0.46,0.62,0.38,0.36,0.58,0.44,0.46,0.78,0.4,0.58,0.46,0.36,0.52,0.66,0.26,0.4,0.64,0.3
bloomfilter,RandomBaseline03,Seventy disciples,People_50,0.72,0.5,0.42,0.62,0.56,0.58,0.34,0.46,0.64,0.46,0.48,0.48,0.42,0.66,0.58,0.56,0.62,0.54,0.48,0.54,0.42,0.6,0.48,0.48,0.4,0.52,0.52
bloomfilter,RandomBaseline03,The Twelve Imams,People_50,0.74,0.54,0.56,0.62,0.4,0.48,0.4,0.42,0.66,0.6,0.5,0.48,0.42,0.72,0.5,0.54,0.64,0.52,0.46,0.5,0.54,0.64,0.54,0.46,0.42,0.62,0.42
bloomfilter,RandomBaseline03,Theophanes Continuatus,People_50,0.4,0.3,0.32,0.38,0.28,0.28,0.08,0.3,0.36,0.28,0.3,0.26,0.3,0.36,0.34,0.3,0.38,0.3,0.34,0.34,0.28,0.32,0.3,0.26,0.22,0.38,0.3
bloomfilter,RandomBaseline03,Thirteen Martyrs of Bagumbayan,People_50,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bloomfilter,RandomBaseline03,Age of the universe,Universe_50,0.62,0.76,0.7,0.72,0.7,0.56,0.3,0.58,0.74,0.6,0.36,0.88,0.6,0.64,0.52,0.64,0.62,0.8,0.64,0.62,0.58,0.58,0.72,0.52,0.46,0.66,0.7
bloomfilter,RandomBaseline03,Big Bang,Universe_50,0.66,0.9,0.76,0.7,0.68,0.6,0.3,0.6,0.68,0.64,0.46,0.94,0.62,0.7,0.58,0.78,0.6,0.98,0.64,0.6,0.54,0.58,0.66,0.64,0.52,0.62,0.68
bloomfilter,RandomBaseline03,Colloid vibration current,Universe_50,0.2,0.34,0.28,0.3,0.16,0.24,0.16,0.1,0.28,0.24,0.1,0.28,0.16,0.26,0.18,0.2,0.16,0.22,0.22,0.16,0.12,0.28,0.12,0.18,0.16,0.18,0.22
bloomfilter,RandomBaseline03,Cosmic age problem,Universe_50,0.6,0.74,0.7,0.72,0.66,0.56,0.36,0.6,0.76,0.64,0.44,0.82,0.52,0.68,0.54,0.76,0.66,0.8,0.64,0.66,0.56,0.54,0.68,0.56,0.46,0.56,0.7
bloomfilter,RandomBaseline03,Cosmic latte,Universe_50,0.5,0.5,0.46,0.46,0.56,0.5,0.26,0.38,0.56,0.52,0.4,0.5,0.46,0.52,0.5,0.48,0.52,0.54,0.54,0.44,0.38,0.42,0.54,0.4,0.4,0.44,0.46
bloomfilter,RandomBaseline03,Dukhin number,Universe_50,0.16,0.2,0.2,0.16,0.18,0.14,0.04,0.16,0.18,0.12,0.1,0.24,0.16,0.14,0.14,0.18,0.16,0.18,0.16,0.14,0.12,0.12,0.2,0.14,0.12,0.16,0.18
bloomfilter,RandomBaseline03,Earth,Universe_50,0.58,0.98,0.56,0.74,0.66,0.6,0.26,0.46,0.7,0.68,0.54,0.78,0.5,0.68,0.62,0.78,0.66,0.8,0.64,0.54,0.44,0.64,0.56,0.54,0.62,0.58,0.72
bloomfilter,RandomBaseline03,Earth's energy budget,Universe_50,0.44,1.0,0.62,0.52,0.54,0.46,0.3,0.44,0.56,0.68,0.4,0.78,0.48,0.5,0.48,0.62,0.48,0.66,0.58,0.54,0.36,0.52,0.5,0.48,0.44,0.44,0.52
bloomfilter,RandomBaseline03,Ecosystem health,Universe_50,0.72,0.82,0.7,0.72,0.68,0.64,0.26,0.7,0.78,0.76,0.56,0.76,0.66,0.74,0.6,0.76,0.78,0.78,0.74,0.7,0.64,0.68,0.76,0.6,0.5,0.66,0.76
bloomfilter,RandomBaseline03,Electroacoustic phenomena,Universe_50,0.58,0.8,0.76,0.62,0.5,0.58,0.26,0.44,0.6,0.56,0.3,0.68,0.58,0.56,0.52,0.64,0.54,0.62,0.62,0.52,0.4,0.56,0.52,0.58,0.5,0.5,0.62
bloomfilter,RandomBaseline03,Energy informatics,Universe_50,0.16,0.16,0.18,0.16,0.2,0.1,0.08,0.18,0.18,0.18,0.06,0.18,0.16,0.12,0.12,0.14,0.16,0.14,0.16,0.16,0.12,0.16,0.16,0.16,0.14,0.18,0.22
bloomfilter,RandomBaseline03,Energy management software,Universe_50,0.6,0.68,0.6,0.66,0.68,0.58,0.36,0.64,0.72,0.46,0.3,0.74,0.52,0.52,0.44,0.62,0.64,0.6,0.76,0.72,0.42,0.58,0.68,0.56,0.5,0.52,0.64
bloomfilter,RandomBaseline03,Energy system,Universe_50,0.8,0.86,0.88,0.86,0.72,0.58,0.38,0.82,0.76,0.68,0.32,0.8,0.74,0.72,0.6,0.72,0.72,0.78,0.8,0.76,0.64,0.78,0.82,0.72,0.58,0.68,0.72
bloomfilter,RandomBaseline03,"Final Straw: Food, Earth, Happiness",Universe_50,0.68,0.6,0.54,0.68,0.64,0.68,0.46,0.54,0.76,0.68,0.62,0.58,0.62,0.76,0.62,0.68,0.78,0.56,0.68,0.62,0.64,0.68,0.68,0.52,0.52,0.72,0.54
bloomfilter,RandomBaseline03,Graphical timeline of the Big Bang,Universe_50,0.1,0.16,0.1,0.12,0.1,0.06,0.06,0.1,0.12,0.1,0.08,0.14,0.08,0.1,0.08,0.1,0.1,0.1,0.1,0.1,0.08,0.1,0.12,0.12,0.06,0.1,0.1
bloomfilter,RandomBaseline03,Greisen–Zatsepin–Kuzmin limit,Universe_50,0.72,0.78,0.72,0.66,0.56,0.66,0.36,0.52,0.64,0.58,0.4,0.72,0.66,0.66,0.56,0.68,0.7,0.76,0.64,0.66,0.5,0.64,0.6,0.52,0.48,0.56,0.62
bloomfilter,RandomBaseline03,Imago Universi,Universe_50,0.36,0.36,0.36,0.32,0.26,0.28,0.12,0.24,0.36,0.34,0.22,0.34,0.3,0.32,0.24,0.3,0.34,0.3,0.32,0.3,0.26,0.36,0.32,0.3,0.22,0.28,0.32
bloomfilter,RandomBaseline03,Interface (matter),Universe_50,0.36,0.62,0.34,0.34,0.26,0.28,0.16,0.26,0.34,0.32,0.2,0.36,0.28,0.28,0.2,0.34,0.3,0.34,0.24,0.22,0.24,0.28,0.28,0.2,0.3,0.26,0.26
bloomfilter,RandomBaseline03,Ion vibration current,Universe_50,0.42,0.6,0.38,0.38,0.28,0.44,0.2,0.26,0.44,0.46,0.26,0.44,0.34,0.4,0.34,0.36,0.36,0.44,0.32,0.3,0.24,0.34,0.32,0.26,0.22,0.34,0.4
bloomfilter,RandomBaseline03,Location of Earth,Universe_50,0.28,0.32,0.28,0.24,0.28,0.32,0.24,0.22,0.32,0.32,0.16,0.36,0.26,0.32,0.28,0.28,0.26,0.38,0.3,0.22,0.26,0.26,0.26,0.22,0.18,0.26,0.3
bloomfilter,RandomBaseline03,Material,Universe_50,0.46,0.66,0.46,0.52,0.44,0.54,0.2,0.42,0.46,0.52,0.18,0.48,0.44,0.42,0.32,0.46,0.38,0.46,0.46,0.46,0.38,0.44,0.36,0.42,0.34,0.34,0.52
bloomfilter,RandomBaseline03,Matter wave,Universe_50,0.72,0.86,0.8,0.7,0.56,0.66,0.3,0.52,0.7,0.74,0.42,0.92,0.66,0.7,0.54,0.6,0.6,0.82,0.62,0.7,0.66,0.68,0.58,0.64,0.56,0.5,0.64
bloomfilter,RandomBaseline03,Maximum power principle,Universe_50,0.64,0.82,0.78,0.74,0.64,0.56,0.28,0.72,0.68,0.74,0.34,0.76,0.64,0.68,0.5,0.6,0.72,0.66,0.7,0.68,0.6,0.68,0.68,0.7,0.54,0.54,0.66
bloomfilter,RandomBaseline03,Moisture expansion,Universe_50,0.08,0.08,0.08,0.08,0.08,0.08,0.0,0.08,0.08,0.08,0.06,0.06,0.08,0.08,0.04,0.06,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.04,0.06,0.08,0.08
bloomfilter,RandomBaseline03,Molecule,Universe_50,0.6,0.92,0.62,0.66,0.5,0.54,0.26,0.48,0.6,0.66,0.42,0.82,0.54,0.58,0.34,0.72,0.6,0.76,0.54,0.56,0.36,0.56,0.6,0.56,0.48,0.44,0.56
bloomfilter,RandomBaseline03,Outer space,Universe_50,0.52,0.9,0.56,0.52,0.56,0.58,0.28,0.44,0.58,0.52,0.48,0.8,0.4,0.58,0.48,0.68,0.5,0.78,0.62,0.52,0.46,0.52,0.5,0.42,0.46,0.5,0.52
bloomfilter,RandomBaseline03,Primary energy,Universe_50,0.64,0.82,0.68,0.74,0.68,0.58,0.36,0.58,0.66,0.64,0.3,0.9,0.56,0.62,0.52,0.66,0.66,0.72,0.78,0.7,0.5,0.66,0.72,0.64,0.56,0.6,0.7
bloomfilter,RandomBaseline03,Sociology of space,Universe_50,0.94,0.88,0.86,0.88,0.74,0.8,0.3,0.72,0.92,0.8,0.56,0.84,0.84,0.86,0.72,0.8,0.76,0.8,0.76,0.84,0.84,0.84,0.9,0.72,0.68,0.72,0.78
bloomfilter,RandomBaseline03,Statistical study of energy data,Universe_50,0.34,0.44,0.36,0.4,0.32,0.2,0.14,0.28,0.28,0.32,0.14,0.46,0.22,0.28,0.26,0.38,0.34,0.36,0.38,0.38,0.28,0.38,0.42,0.32,0.24,0.32,0.38
bloomfilter,RandomBaseline03,Streaming vibration current,Universe_50,0.06,0.08,0.1,0.06,0.06,0.1,0.0,0.06,0.1,0.08,0.04,0.08,0.08,0.08,0.06,0.08,0.08,0.08,0.1,0.08,0.06,0.06,0.06,0.08,0.06,0.06,0.08
bloomfilter,RandomBaseline03,Three-torus model of the universe,Universe_50,0.12,0.14,0.1,0.16,0.12,0.12,0.02,0.12,0.14,0.1,0.08,0.14,0.12,0.1,0.1,0.14,0.1,0.1,0.1,0.14,0.12,0.1,0.12,0.14,0.1,0.16,0.08
bloomfilter,RandomBaseline03,United States Energy Association,Universe_50,0.54,0.56,0.48,0.64,0.62,0.62,0.34,0.6,0.7,0.52,0.44,0.6,0.62,0.58,0.48,0.66,0.7,0.54,0.72,0.6,0.36,0.64,0.7,0.5,0.56,0.52,0.54
bloomfilter,RandomBaseline03,Visual space,Universe_50,0.72,0.7,0.78,0.7,0.6,0.58,0.22,0.6,0.76,0.66,0.44,0.62,0.66,0.72,0.52,0.64,0.62,0.54,0.56,0.7,0.54,0.7,0.7,0.56,0.4,0.58,0.62
bloomfilter,RandomBaseline03,Water-energy nexus,Universe_50,0.62,0.76,0.6,0.7,0.66,0.58,0.28,0.62,0.64,0.68,0.32,0.7,0.6,0.62,0.46,0.64,0.64,0.66,0.74,0.66,0.42,0.56,0.72,0.56,0.44,0.54,0.66
bloomfilter,RandomBaseline03,Wormhole,Universe_50,0.64,0.8,0.78,0.66,0.52,0.54,0.2,0.52,0.58,0.66,0.46,0.82,0.62,0.68,0.58,0.58,0.6,0.8,0.6,0.5,0.56,0.66,0.54,0.66,0.52,0.52,0.62
bloomfilter,RandomBaseline03,Adolf Dygasiński,Nature_50,0.22,0.14,0.18,0.18,0.14,0.16,0.12,0.1,0.22,0.22,0.2,0.22,0.18,0.18,0.22,0.18,0.22,0.2,0.16,0.22,0.14,0.22,0.2,0.12,0.16,0.22,0.14
bloomfilter,RandomBaseline03,Boston Journal of Natural History,Nature_50,0.04,0.06,0.06,0.1,0.08,0.06,0.04,0.06,0.08,0.06,0.04,0.06,0.08,0.08,0.06,0.06,0.06,0.06,0.1,0.04,0.04,0.04,0.06,0.04,0.06,0.06,0.1
bloomfilter,RandomBaseline03,Butterfly effect,Nature_50,0.7,0.82,0.84,0.68,0.68,0.6,0.18,0.72,0.8,0.76,0.44,0.84,0.68,0.76,0.58,0.76,0.72,0.78,0.68,0.62,0.64,0.72,0.7,0.7,0.56,0.68,0.74
bloomfilter,RandomBaseline03,Catalytic triad,Nature_50,0.44,0.74,0.5,0.48,0.46,0.46,0.28,0.38,0.5,0.48,0.24,0.6,0.4,0.52,0.32,0.54,0.48,0.58,0.5,0.5,0.32,0.36,0.4,0.4,0.34,0.34,0.4
bloomfilter,RandomBaseline03,Cold cathode,Nature_50,0.48,0.66,0.66,0.42,0.48,0.5,0.32,0.44,0.56,0.58,0.36,0.64,0.4,0.48,0.46,0.52,0.48,0.48,0.52,0.52,0.36,0.44,0.46,0.44,0.38,0.52,0.44
bloomfilter,RandomBaseline03,Compressed earth block,Nature_50,0.52,0.6,0.5,0.5,0.5,0.62,0.3,0.44,0.5,0.44,0.24,0.52,0.46,0.48,0.36,0.52,0.68,0.4,0.48,0.46,0.4,0.48,0.52,0.4,0.48,0.42,0.5
bloomfilter,RandomBaseline03,Dukhin number,Nature_50,0.16,0.2,0.2,0.16,0.18,0.14,0.04,0.16,0.18,0.12,0.1,0.24,0.16,0.14,0.14,0.18,0.16,0.18,0.16,0.14,0.12,0.12,0.2,0.14,0.12,0.16,0.18
bloomfilter,RandomBaseline03,Earth pyramids of Ritten,Nature_50,0.18,0.3,0.16,0.22,0.16,0.22,0.1,0.12,0.24,0.2,0.12,0.16,0.16,0.3,0.16,0.2,0.16,0.26,0.18,0.12,0.14,0.16,0.14,0.14,0.18,0.16,0.24
bloomfilter,RandomBaseline03,Electroacoustic phenomena,Nature_50,0.58,0.8,0.76,0.62,0.5,0.58,0.26,0.44,0.6,0.56,0.3,0.68,0.58,0.56,0.52,0.64,0.54,0.62,0.62,0.52,0.4,0.56,0.52,0.58,0.5,0.5,0.62
bloomfilter,RandomBaseline03,Energoland,Nature_50,0.56,0.6,0.58,0.56,0.52,0.6,0.34,0.42,0.62,0.56,0.38,0.66,0.58,0.66,0.46,0.58,0.5,0.62,0.5,0.56,0.44,0.62,0.52,0.5,0.46,0.52,0.56
bloomfilter,RandomBaseline03,Evolution (term),Nature_50,0.36,0.38,0.34,0.36,0.32,0.26,0.1,0.3,0.36,0.32,0.2,0.34,0.36,0.34,0.32,0.34,0.34,0.36,0.34,0.36,0.3,0.34,0.36,0.32,0.28,0.28,0.34
bloomfilter,RandomBaseline03,Evolution of the cochlea,Nature_50,0.54,0.64,0.58,0.54,0.44,0.48,0.28,0.42,0.52,0.62,0.4,0.52,0.5,0.54,0.52,0.62,0.52,0.48,0.54,0.44,0.36,0.58,0.54,0.44,0.38,0.44,0.5
bloomfilter,RandomBaseline03,Evolutionary computation,Nature_50,0.82,0.9,0.88,0.76,0.72,0.7,0.24,0.82,0.9,0.84,0.5,0.74,0.82,0.78,0.66,0.76,0.84,0.76,0.78,0.84,0.78,0.76,0.8,0.74,0.62,0.72,0.78
bloomfilter,RandomBaseline03,Evolutionary graph theory,Nature_50,0.32,0.46,0.44,0.4,0.34,0.36,0.16,0.32,0.4,0.48,0.18,0.4,0.36,0.42,0.36,0.44,0.36,0.34,0.42,0.34,0.34,0.38,0.34,0.42,0.28,0.28,0.38
bloomfilter,RandomBaseline03,Homeosis,Nature_50,0.5,0.58,0.48,0.4,0.32,0.38,0.24,0.36,0.5,0.42,0.2,0.42,0.42,0.5,0.34,0.46,0.48,0.34,0.5,0.48,0.38,0.44,0.38,0.28,0.28,0.3,0.44
bloomfilter,RandomBaseline03,"International Union for Vacuum Science, Technique and Applications",Nature_50,0.3,0.22,0.3,0.36,0.28,0.3,0.16,0.26,0.38,0.28,0.28,0.26,0.2,0.34,0.24,0.28,0.32,0.38,0.24,0.22,0.22,0.3,0.34,0.22,0.2,0.26,0.22
bloomfilter,RandomBaseline03,List of dates predicted for apocalyptic events,Nature_50,0.72,0.7,0.6,0.66,0.52,0.64,0.36,0.42,0.78,0.62,0.42,0.64,0.52,0.7,0.6,0.68,0.62,0.62,0.6,0.58,0.62,0.62,0.58,0.44,0.42,0.5,0.52
bloomfilter,RandomBaseline03,List of decorative stones,Nature_50,0.24,0.24,0.2,0.22,0.18,0.24,0.16,0.16,0.24,0.16,0.1,0.2,0.16,0.22,0.12,0.18,0.26,0.18,0.22,0.14,0.12,0.14,0.18,0.14,0.2,0.16,0.22
bloomfilter,RandomBaseline03,List of fritillaries (butterflies),Nature_50,0.12,0.1,0.06,0.14,0.12,0.12,0.08,0.08,0.12,0.16,0.16,0.1,0.12,0.14,0.12,0.1,0.1,0.1,0.12,0.12,0.1,0.12,0.12,0.12,0.1,0.1,0.14
bloomfilter,RandomBaseline03,List of natural history dealers,Nature_50,0.26,0.32,0.24,0.3,0.32,0.3,0.08,0.24,0.3,0.22,0.2,0.26,0.2,0.28,0.24,0.3,0.32,0.3,0.3,0.26,0.18,0.24,0.32,0.22,0.22,0.3,0.22
bloomfilter,RandomBaseline03,List of raised and transitional bogs of Switzerland,Nature_50,0.1,0.08,0.08,0.14,0.1,0.08,0.06,0.08,0.08,0.08,0.1,0.1,0.1,0.12,0.06,0.08,0.12,0.08,0.12,0.12,0.08,0.1,0.12,0.1,0.06,0.12,0.1
bloomfilter,RandomBaseline03,List of woods,Nature_50,0.06,0.06,0.02,0.06,0.04,0.02,0.06,0.04,0.02,0.04,0.04,0.06,0.02,0.02,0.02,0.02,0.04,0.04,0.04,0.02,0.02,0.06,0.06,0.04,0.04,0.04,0.06
bloomfilter,RandomBaseline03,Metal vapor synthesis,Nature_50,0.1,0.32,0.16,0.14,0.12,0.1,0.04,0.1,0.12,0.08,0.04,0.28,0.06,0.08,0.1,0.14,0.06,0.2,0.1,0.12,0.08,0.08,0.12,0.22,0.1,0.1,0.14
bloomfilter,RandomBaseline03,Meteorological intelligence,Nature_50,0.54,0.48,0.5,0.58,0.54,0.54,0.26,0.44,0.56,0.48,0.32,0.5,0.46,0.5,0.56,0.52,0.54,0.56,0.54,0.56,0.44,0.62,0.56,0.38,0.44,0.44,0.5
bloomfilter,RandomBaseline03,Mpemba effect,Nature_50,0.66,0.8,0.7,0.66,0.6,0.56,0.28,0.5,0.66,0.66,0.42,0.78,0.64,0.64,0.54,0.78,0.62,0.72,0.64,0.56,0.56,0.68,0.64,0.6,0.52,0.54,0.6
bloomfilter,RandomBaseline03,Natural landscape,Nature_50,0.7,0.62,0.62,0.72,0.6,0.7,0.34,0.46,0.66,0.74,0.62,0.7,0.68,0.78,0.54,0.72,0.74,0.72,0.62,0.64,0.52,0.7,0.66,0.52,0.58,0.74,0.72
bloomfilter,RandomBaseline03,Natural monument,Nature_50,0.12,0.12,0.1,0.16,0.1,0.12,0.06,0.1,0.12,0.12,0.12,0.1,0.1,0.14,0.08,0.12,0.16,0.12,0.14,0.14,0.1,0.12,0.1,0.08,0.1,0.1,0.1
bloomfilter,RandomBaseline03,Nature religion,Nature_50,0.76,0.62,0.66,0.72,0.52,0.64,0.18,0.58,0.74,0.72,0.4,0.64,0.6,0.84,0.5,0.62,0.7,0.62,0.6,0.68,0.6,0.64,0.7,0.54,0.4,0.64,0.6
bloomfilter,RandomBaseline03,Nikolaas Tinbergen,Nature_50,0.64,0.54,0.62,0.62,0.56,0.58,0.3,0.44,0.7,0.8,0.42,0.54,0.54,0.68,0.46,0.6,0.62,0.52,0.54,0.62,0.54,0.58,0.62,0.48,0.48,0.54,0.5
bloomfilter,RandomBaseline03,Orapa Power Station,Nature_50,0.3,0.34,0.3,0.38,0.36,0.26,0.08,0.26,0.28,0.28,0.2,0.48,0.28,0.3,0.28,0.32,0.32,0.32,0.34,0.32,0.24,0.28,0.24,0.3,0.24,0.32,0.36
bloomfilter,RandomBaseline03,Pouillet effect,Nature_50,0.18,0.18,0.14,0.16,0.1,0.14,0.08,0.1,0.16,0.18,0.12,0.18,0.14,0.18,0.12,0.18,0.14,0.18,0.12,0.12,0.16,0.16,0.14,0.1,0.1,0.1,0.14
bloomfilter,RandomBaseline03,Rare Earth hypothesis,Nature_50,0.58,0.92,0.56,0.66,0.68,0.66,0.3,0.46,0.68,0.62,0.5,0.78,0.46,0.68,0.58,0.78,0.68,0.78,0.68,0.6,0.48,0.62,0.58,0.6,0.58,0.6,0.66
bloomfilter,RandomBaseline03,Relic woods,Nature_50,0.16,0.22,0.14,0.22,0.16,0.14,0.12,0.1,0.14,0.16,0.14,0.16,0.12,0.18,0.12,0.16,0.14,0.14,0.14,0.12,0.12,0.16,0.18,0.18,0.1,0.14,0.18
bloomfilter,RandomBaseline03,Sky brightness,Nature_50,0.42,0.72,0.46,0.56,0.56,0.6,0.38,0.36,0.58,0.56,0.46,0.72,0.4,0.58,0.5,0.6,0.56,0.68,0.52,0.46,0.46,0.46,0.44,0.4,0.42,0.46,0.5
bloomfilter,RandomBaseline03,TALE-likes,Nature_50,0.56,0.68,0.58,0.48,0.42,0.6,0.32,0.44,0.58,0.6,0.24,0.56,0.46,0.62,0.44,0.54,0.56,0.42,0.62,0.56,0.48,0.46,0.58,0.42,0.4,0.44,0.52
bloomfilter,RandomBaseline03,The Evolution of God,Nature_50,0.82,0.74,0.74,0.76,0.64,0.74,0.36,0.6,0.76,0.82,0.44,0.6,0.7,0.82,0.7,0.72,0.78,0.66,0.74,0.76,0.66,0.78,0.72,0.54,0.52,0.62,0.54
bloomfilter,RandomBaseline03,The Seven Pillars of Life,Nature_50,0.52,0.6,0.52,0.52,0.5,0.4,0.2,0.4,0.56,0.48,0.38,0.52,0.46,0.52,0.4,0.42,0.56,0.56,0.6,0.5,0.36,0.52,0.5,0.34,0.4,0.38,0.44
bloomfilter,RandomBaseline03,Time and Eternity (philosophy book),Nature_50,0.74,0.66,0.74,0.7,0.48,0.56,0.36,0.42,0.64,0.74,0.54,0.6,0.6,0.76,0.52,0.64,0.72,0.62,0.58,0.54,0.58,0.72,0.64,0.58,0.38,0.6,0.42
bloomfilter,RandomBaseline03,Trabecular cartilage,Nature_50,0.24,0.32,0.26,0.22,0.22,0.32,0.18,0.12,0.28,0.3,0.12,0.24,0.26,0.3,0.2,0.26,0.3,0.26,0.26,0.22,0.18,0.24,0.24,0.2,0.18,0.26,0.28
bloomfilter,RandomBaseline03,Transit of Earth from Mars,Nature_50,0.42,0.58,0.4,0.4,0.4,0.48,0.2,0.34,0.58,0.42,0.4,0.52,0.42,0.44,0.46,0.44,0.56,0.54,0.42,0.4,0.36,0.46,0.36,0.3,0.32,0.36,0.4
bloomfilter,RandomBaseline03,Tsunamis in lakes,Nature_50,0.52,0.8,0.5,0.6,0.48,0.52,0.26,0.46,0.56,0.58,0.38,0.76,0.44,0.56,0.42,0.64,0.58,0.64,0.56,0.52,0.44,0.5,0.56,0.52,0.44,0.48,0.5
bloomfilter,RandomBaseline03,Vacuum coffee maker,Nature_50,0.52,0.62,0.6,0.44,0.5,0.52,0.32,0.32,0.56,0.48,0.3,0.46,0.44,0.44,0.34,0.54,0.54,0.48,0.52,0.46,0.36,0.54,0.5,0.38,0.38,0.44,0.52
bloomfilter,RandomBaseline03,Vacuum consolidation,Nature_50,0.18,0.26,0.16,0.2,0.16,0.16,0.08,0.14,0.24,0.14,0.12,0.24,0.14,0.18,0.18,0.22,0.28,0.2,0.16,0.22,0.14,0.2,0.18,0.18,0.22,0.26,0.24
bloomfilter,RandomBaseline03,Vertebrate land invasion,Nature_50,0.64,0.6,0.48,0.62,0.42,0.46,0.32,0.38,0.6,0.58,0.44,0.56,0.46,0.52,0.44,0.58,0.56,0.54,0.52,0.48,0.44,0.56,0.52,0.36,0.42,0.42,0.5
bloomfilter,RandomBaseline03,Water-energy nexus,Nature_50,0.62,0.76,0.6,0.7,0.66,0.58,0.28,0.62,0.64,0.68,0.32,0.7,0.6,0.62,0.46,0.64,0.64,0.66,0.74,0.66,0.42,0.56,0.72,0.56,0.44,0.54,0.66
bloomfilter,RandomBaseline03,Wild Seasons (Kay Young),Nature_50,0.18,0.2,0.12,0.14,0.12,0.14,0.06,0.12,0.16,0.16,0.12,0.12,0.1,0.18,0.12,0.16,0.16,0.14,0.14,0.1,0.12,0.16,0.14,0.1,0.1,0.14,0.14
bloomfilter,RandomBaseline03,Abstract and concrete,Concepts_50,0.84,0.8,0.78,0.78,0.7,0.72,0.26,0.62,0.78,0.8,0.52,0.82,0.8,0.84,0.76,0.72,0.74,0.64,0.7,0.8,0.7,0.8,0.76,0.72,0.54,0.7,0.64
bloomfilter,RandomBaseline03,AeroVironment Global Observer,Concepts_50,0.56,0.6,0.54,0.52,0.58,0.54,0.24,0.5,0.6,0.58,0.3,0.64,0.48,0.48,0.46,0.56,0.58,0.64,0.54,0.6,0.32,0.48,0.58,0.48,0.6,0.5,0.54
